SNO,EVENT_URL,EVENTID,EVENTNAME,LABEL,METHOD
200,https://www.meetup.com/ColoradoMicrosoftDevelopers/events/151510582/,151510582,Modern Application Development Leveraging the Cloud with Visual Studio 2013,Talks by Domain Experts,Labeler 2
201,https://www.meetup.com/stl-ios/events/219863261/,219863261,Kickoff Event,Talks by Domain Experts,Labeler 2
202,https://www.meetup.com/Vienna-Mobile-Quality-Crew-Meetup/events/166187192/,166187192,Mobile Quality Hangout: Best Practices in Mobile App Testing,Talks by Domain Experts,Labeler 2
203,https://www.meetup.com/austinpython/events/136551832/,wqszqyrnbmb,The Austin Python Meetup Monthly Meetup,Talks by Domain Experts,Labeler 2
204,https://www.meetup.com/Adelaide-dotNET/events/237629165/,237629165,VS 2017 launch Chocolatey with David Gardiner + IoT with Jack Ni,Talks by Domain Experts,Labeler 2
205,https://www.meetup.com/Sydney-NET-User-Group/events/118300742/,118300742,SSW - FREE Webinar - Building Single Page Applications with ASP.NET MVC 4,Talks by Domain Experts,Labeler 2
206,https://www.meetup.com/pythonireland/events/220334614/,qwfbshytgblb,Python Ireland April meetup,Talks by Domain Experts,Labeler 2
207,https://www.meetup.com/NIWUG-Norwegian-Information-Worker-User-Group-Meetup/events/237927844/,237927844,Webinar - Getting Started with PowerApps Galleries,Talks by Domain Experts,Labeler 2
208,https://www.meetup.com/KC-NET-User-Group/events/222789462/,222789462,Supporting Multiple Devices in Windows 10: Using the UAP,Talks by Domain Experts,Labeler 2
209,https://www.meetup.com/Pune-Salesforce-Developer-User-Group/events/245825778/,245825778,Einstein and Lightning meetup,Talks by Domain Experts,Labeler 2
210,https://www.meetup.com/SydPHP/events/196942932/,196942932,V.Zero Blockify and Unit Testing Legacy Code,Talks by Domain Experts,Labeler 2
211,https://www.meetup.com/Code-for-Newark/events/220570812/,220570812,Data Day 2015 Center for Cooperative Media at MU,Talks by Domain Experts,Labeler 2
212,https://www.meetup.com/Riverside-Ruby-User-Group/events/222781845/,bvvsglytjbgc,Riverside Ruby Meetup,Talks by Domain Experts,Labeler 2
213,https://www.meetup.com/CloudxLab/events/224562637/,224562637,Introduction to Apache Spark & Hadoop,Talks by Domain Experts,Labeler 2
214,https://www.meetup.com/Open-Mastery-Austin/events/231697500/,231697500,Presentation: Data-Driven Software Mastery,Talks by Domain Experts,Labeler 2
215,https://www.meetup.com/DC-Tech-Meetup/events/16681164/,wzphqypkbhb,DC Tech Meetup #5: Sports Entertainment & Media Edition,Talks by Domain Experts,Labeler 2
216,https://www.meetup.com/Linux-Users-of-Victoria/events/229574147/,229574147,LUV Beginners March Meeting: Version control systems from Xanadu to git,Talks by Domain Experts,Labeler 2
217,https://www.meetup.com/Hong-Kong-Internet-of-Things-Association-HKIOTA/events/233711742/,233711742,6th DBSxCAL TALK: Connect the IoT - Building a Smarter World,Talks by Domain Experts,Labeler 2
218,https://www.meetup.com/Girl-Develop-It-Ann-Arbor/events/186814332/,186814332,Tech 101,Talks by Domain Experts,Labeler 2
219,https://www.meetup.com/NoCoNET/events/238243842/,rckflmywgbnb,Writing Concurrent Applications without the Headaches of Locks,Talks by Domain Experts,Labeler 2
220,https://www.meetup.com/23bshop/events/232540396/,232540396,DEFCON-IS-CANCELLED Potluck / Machine Shop Demo,Hands-on Sessions,Labeler 1
221,https://www.meetup.com/aadndevs/events/233942962/,233942962,Game Development with Unity,Talks by Domain Experts,Labeler 1
222,https://www.meetup.com/acloud/events/219809181/,rtntpytgbsb,Topic: Microservices Overview,Open Discussion,Labeler 1
223,https://www.meetup.com/agiletesting/events/188258772/,188258772,Next Generation Testing - 26th June 2014,Conferences,Labeler 1
224,https://www.meetup.com/AlbuquerqueJavaUsersGroup/events/239869230/,cvhmrmywjbjb,Java SE EE WS Coding Lab,Hands-on Sessions,Labeler 1
225,https://www.meetup.com/Angular-Nights/events/242325994/,242325994,Angular for Beginners Workshop,Hands-on Sessions,Labeler 1
226,https://www.meetup.com/ApolloMeteorNYC/events/113616192/,113616192,Get an introduction to Meteor!,Social Events,Labeler 1
227,https://www.meetup.com/Atlanta-FlatironSchool/events/246164041/,246164041,Beginners Guide: Breaking into Tech,Others,Labeler 1
228,https://www.meetup.com/Austin-Pair-Programming-Circle/events/218735786/,ddzxclysqbhb,A MEAN Stack App - The Pair Programming Exchange,Hands-on Sessions,Labeler 1
229,https://www.meetup.com/aws-cologne/events/229261459/,229261459,Cologne AWS User Group (2016-03),Talks by Domain Experts,Labeler 1
230,https://www.meetup.com/AWS-SANFRANCISCO/events/241383998/,241383998,VC 201 for Startups: The Investment Memo,Hands-on Sessions,Labeler 1
231,https://www.meetup.com/baltimoremobile/events/203844042/,dnlrwhysmbrb,Android Development for Beginners,Hands-on Sessions,Labeler 1
232,https://www.meetup.com/BarcampTampaBay/events/50219302/,50219302,Personal Branding,Talks by Domain Experts,Labeler 1
233,https://www.meetup.com/BitcoinNYC/events/154935472/,154935472,Bitcoin Christmas Party,Social Events,Labeler 1
234,https://www.meetup.com/BitcoinNYC/events/158920372/,158920372,The bitcoin Basics,Talks by Domain Experts,Labeler 1
235,https://www.meetup.com/BitcoinNYC/events/223698902/,223698902,Full Nodes DIY - How to Set one up and how to build one.,Hands-on Sessions,Labeler 1
236,https://www.meetup.com/BITSPACE/events/224554288/,224554288,Crossbow Connect @ BITSPACE,Talks by Domain Experts,Labeler 1
237,https://www.meetup.com/Black-Technology-Professionals-BTP-NY/events/224615556/,224615556,African American Professionals Networking Event: Climbing the Corporate Ladder,Job Fair,Labeler 1
238,https://www.meetup.com/blocks-bits-and-crypto/events/223679747/,223679747,Tuesday!! Web Performance Delivered: OReilly Webinar - 1 PM ET,Talks by Domain Experts,Labeler 1
239,https://www.meetup.com/bmorejs/events/15991827/,15991827,Sencha Touch and jQuery Mobile,Talks by Domain Experts,Labeler 1
240,https://www.meetup.com/CandiDateCodeCrush/events/229609766/,229609766,Hands-On Clojure Night (Center City),Hands-on Sessions,Labeler 1
241,https://www.meetup.com/Chef-Meetup/events/229873376/,zddmflyvjbcc,Chef Meetup,Talks by Domain Experts,Labeler 1
242,https://www.meetup.com/Chicago-Agile-Open-Space/events/57803142/,ddltrcyqpbrb,Working as a Distributed Team.,Talks by Domain Experts,Labeler 1
243,https://www.meetup.com/ChickTech-Orange-County/events/241870385/,241870385,ChickTech Presents: Starting a Business at Home- Growing Without Capital,Others,Labeler 1
244,https://www.meetup.com/Chicostart-Meetups/events/244518998/,ftztllywpbcc,Chicostart Tech Talks,Others,Labeler 1
245,https://www.meetup.com/CincyNg-Cincinnati-AngularJS-Meetup/events/219850924/,219850924,Talk about Material Design,Talks by Domain Experts,Labeler 1
246,https://www.meetup.com/Code-for-Philly/events/245681632/,245681632,Code for Philly 101,Hands-on Sessions,Labeler 1
247,https://www.meetup.com/codelearn-hk/events/244404133/,244404133,Code chat and drinks #57,Open Discussion,Labeler 1
248,https://www.meetup.com/CoderDojoTo/events/234431686/,234431686,Mentor kids at TPLs BookBash @ Harbourfront,Hands-on Sessions,Labeler 1
249,https://www.meetup.com/Connecticut-FileMaker-Developers-Group-CFDG/events/227893904/,227893904,CFDG Meeting,Talks by Domain Experts,Labeler 1
250,https://www.meetup.com/CRIneta-Cedar-Rapids-NET-User-Group/events/210869062/,210869062,One Delegate to Rule Them All: Understanding OWIN - Keith Dahlby,Talks by Domain Experts,Labeler 1
251,https://www.meetup.com/DBC-NYC/events/225240334/,225240334,JavaScript for Beginners: Building Interactive Web Apps on the Frontend,Hands-on Sessions,Labeler 1
252,https://www.meetup.com/DBC-NYC/events/229497546/,229497546,Building a Career and Company: A talk with Roomi CEO Ajay Yadav,Talks by Domain Experts,Labeler 1
253,https://www.meetup.com/dcpython/events/171421392/,171421392,May 2014 Meetup - Andrea Gallego and Pandas for Data Analysis,Talks by Domain Experts,Labeler 1
254,https://www.meetup.com/dcruby/events/19812521/,pfcfxyppbnb,November DCRUG: Lightning Talks!,Talks by Domain Experts,Labeler 1
255,https://www.meetup.com/DeRailed/events/228326197/,228326197,Celebrate our 10th anniversary!! -),Talks by Domain Experts,Labeler 1
256,https://www.meetup.com/devCodeCamp/events/227718472/,227718472,Free Workshop: HTML/CSS for Beginners,Hands-on Sessions,Labeler 1
257,https://www.meetup.com/Developers-of-Athens/events/236201363/,236201363,Athens Women in Tech Social - Hidden Figures screening!,Others,Labeler 1
258,https://www.meetup.com/DevMeetUpMidwest/events/226019149/,226019149,GeoDev Meetup - Chicago IL,Social Events,Labeler 1
259,https://www.meetup.com/DevOpsUT/events/116837292/,116837292,May DevOpsUT Meetup,Talks by Domain Experts,Labeler 1
260,https://www.meetup.com/Ember-LA/events/236800386/,236800386,Ember LA March Meetup,Talks by Domain Experts,Labeler 1
261,https://www.meetup.com/Erie-Creatives-and-Entrepreneurs/events/220787055/,220787055,Meet Up Just for Entrepreneurs!,Talks by Domain Experts,Labeler 1
262,https://www.meetup.com/Farmington-Hills-Salesforce-Developer-Meetup/events/236443165/,236443165,Salesforce Apex Hours :- Trailhead Race,Open Discussion,Labeler 1
263,https://www.meetup.com/freeCodeCamp-Greater-Sacramento-Area/events/249622305/,249622305,Code/Meet and Greet - Elk Grove,Open Discussion,Labeler 1
264,https://www.meetup.com/full-stack-dc/events/224678503/,224678503,Full-Stack Design: Creating Mockups with Sketch App,Hands-on Sessions,Labeler 1
265,https://www.meetup.com/FunctionalKnox/events/231705590/,pqmxtlyvjbwb,Biweekly Meetup @ The Empty Cup,Open Discussion,Labeler 1
266,https://www.meetup.com/gctechspace/events/186175952/,qlbrfhysjbhc,Hack Night and AGM,Administrative Events,Labeler 1
267,https://www.meetup.com/gdg-melbourne/events/202219912/,202219912,AAUG: August Meetup,Talks by Domain Experts,Labeler 1
268,https://www.meetup.com/GDGPhilly/events/248650120/,248650120,Kotlin Study Jam - Session 1,Hands-on Sessions,Labeler 1
269,https://www.meetup.com/General-Assembly-Austin/events/222497830/,222497830,GA ATX Happy Hour,Social Events,Labeler 1
270,https://www.meetup.com/Girl-Develop-It-Austin/events/235890495/,235890495,Intro to JavaScript,Hands-on Sessions,Labeler 1
271,https://www.meetup.com/Girl-Develop-It-Los-Angeles/events/234181153/,234181153,Introduction to JavaScript -- JavaScript Weekend Saturday and Sunday!,Hands-on Sessions,Labeler 1
272,https://www.meetup.com/Girl-Develop-It-Phoenix/events/242173093/,sswdwmywnbgc,Code and Coffee,Open Discussion,Labeler 1
273,https://www.meetup.com/Girl-Develop-It-San-Francisco/events/178963672/,178963672,GirlDevelopIt at Google I/O (Role Call!),Conferences,Labeler 1
274,https://www.meetup.com/Google-Developer-Group-Hamburg/events/237874038/,237874038,Cloud GDG - StackDriver: From Monitoring to Logging to Error Reporting,Talks by Domain Experts,Labeler 1
275,https://www.meetup.com/google-developer-group-san-francisco/events/47556102/,47556102,Mobile HTML5 Codelab | #GTUGsf,Hands-on Sessions,Labeler 1
276,https://www.meetup.com/GOTO-Nights-Jutland/events/248093614/,248093614,Serverless on Azure - Experiences Challenges and Successes,Talks by Domain Experts,Labeler 1
277,https://www.meetup.com/Greater-Boston-Coding-Dojo/events/244737898/,244737898,MOVED TO 11/7: Coding Dojo - TDD using Mob Programming (Burlington),Hands-on Sessions,Labeler 1
278,https://www.meetup.com/hackeriet/events/208569912/,dnhfrcysnbpb,Hack on Caturday: hang out and get aquainted,Others,Labeler 1
279,https://www.meetup.com/Hacks-Hackers-Canterbury/events/72190712/,dgkjcdyqmbfb,Hacks/Hackers Monthly Meetup,Talks by Domain Experts,Labeler 1
280,https://www.meetup.com/HawaiiAgile/events/241119037/,241119037,AngelHack Global Hackathon Series: Honolulu - Free for our Meetup Members,Competitions,Labeler 1
281,https://www.meetup.com/IBCG-Blockchain-Community/events/241838747/,241838747,Special Blockchain Event: ICO  ?,Others,Labeler 1
282,https://www.meetup.com/IBM-Cloud-KSA/events/247506907/,247506907,IBM Cloud Day @ Sahabat AlImam,Hands-on Sessions,Labeler 1
283,https://www.meetup.com/IndyAWS/events/236864015/,gqdhlmywdblc,Meeting of the IndyAWS Group,Talks by Domain Experts,Labeler 1
284,https://www.meetup.com/indysa/events/231334859/,qwzjzfyvkbcc,Fishbowl: Dealing with an increasingly mobile workforce,Open Discussion,Labeler 1
285,https://www.meetup.com/itforumgc/events/239228807/,239228807,Who Owns Your Website? Who Owns Your Code?,Talks by Domain Experts,Labeler 1
286,https://www.meetup.com/IT-Training/events/245987374/,245987374,Angular 2 Bootcamp,Hands-on Sessions,Labeler 1
287,https://www.meetup.com/javascript-southbay/events/151266462/,151266462,Introduction & Module #1,Hands-on Sessions,Labeler 1
288,https://www.meetup.com/JavaScript-Zagreb/events/239534839/,239534839,NodeSchool MOP,Others,Labeler 1
289,https://www.meetup.com/Krakow-Ruby-Users-Group/events/107347882/,107347882,Meeting #2/2013 - JS/CS acceptance testing for Rails & Webmachine (Ruby),Talks by Domain Experts,Labeler 1
290,https://www.meetup.com/London-Haskell/events/128576272/,128576272,Haskell Lightning Talks,Open Discussion,Labeler 1
291,https://www.meetup.com/London-Scrum-Meetup/events/248509248/,248509248,Themes in Our Lives - with Colin Brett,Talks by Domain Experts,Labeler 1
292,https://www.meetup.com/London-WordPress/events/231337503/,231337503,WordPress London Meetup - May,Talks by Domain Experts,Labeler 1
293,https://www.meetup.com/lvpython/events/238429578/,qvrwxlywgbpb,Sewing Containers,Talks by Domain Experts,Labeler 1
294,https://www.meetup.com/Meteor-London/events/220779694/,220779694,Sound the alarm! Its Meteor London,Talks by Domain Experts,Labeler 1
295,https://www.meetup.com/mssgug/events/243796215/,243796215,Building PowerShell GUI with SAPIEN PowerShell Studio,Hands-on Sessions,Labeler 1
296,https://www.meetup.com/new-england-engineers/events/240865989/,240865989,AI for Software Engineers,Hands-on Sessions,Labeler 1
297,https://www.meetup.com/New-Relic-FutureTalks-PDX/events/233044273/,233044273,FutureTalk with Kelsey Hightower,Talks by Domain Experts,Labeler 1
298,https://www.meetup.com/node-dc/events/187038062/,187038062,Hello World of Node Modules,Hands-on Sessions,Labeler 1
299,https://www.meetup.com/NorthDallasCoworking/events/218664195/,jqjpclyspbxb,SEO Office Hours w/ Heroic Search,Talks by Domain Experts,Labeler 1
300,https://www.meetup.com/NYC-Health-Data-Scientists/events/237666094/,237666094,Meet investors present deals,Others,Labeler 1
301,https://www.meetup.com/NYC-Magento-Developers/events/219674962/,219674962,NYC Magento January Meetup,Talks by Domain Experts,Labeler 1
302,https://www.meetup.com/NYC-Turquoise/events/12336575/,12336575,Soccer Game on 52 St.,Social Events,Labeler 1
303,https://www.meetup.com/Open-San-Diego/events/238122419/,wfzwjmywgbgb,Open San Diego - Everyone welcome!,Others,Labeler 1
304,https://www.meetup.com/op-tech-talk/events/243392064/,243392064,Cracking the Code to Secure Software,Talks by Domain Experts,Labeler 1
305,https://www.meetup.com/Orlando-iOS-Developer-Group/events/239936952/,239936952,iOS May Meetup ,Talks by Domain Experts,Labeler 1
306,https://www.meetup.com/OWASP-Boulder/events/59384722/,59384722,Denver Chapter - April Meeting,Talks by Domain Experts,Labeler 1
307,https://www.meetup.com/PhillyCocoaHeads/events/222711398/,222711398,WWDC Keynote Live Stream @ Apple Store,Others,Labeler 1
308,https://www.meetup.com/Phoenix-Python-Meetup-Group/events/234022966/,234022966,Working with Unicode in Python,Talks by Domain Experts,Labeler 1
309,https://www.meetup.com/phoenix-version-control/events/221310511/,221310511,GitHub Fundamentals,Talks by Domain Experts,Labeler 1
310,https://www.meetup.com/PHP-FRL/events/223807925/,223807925,PHP.FRL August 2015 Meetup,Talks by Domain Experts,Labeler 1
311,https://www.meetup.com/Plone-Users-Group/events/102602462/,102602462,Mini sprint work session,Open Discussion,Labeler 1
312,https://www.meetup.com/Portland-DevOps-GroundUp/events/233455958/,233455958,Panel Discussion on the Four Pillars of DevOps,Talks by Domain Experts,Labeler 1
313,https://www.meetup.com/python-14/events/45094922/,cscdnyqcbwb,PyHou - Oil & Gas Industry Essential Tools - Houston Python Enthusiasts! Meetup,Talks by Domain Experts,Labeler 1
314,https://www.meetup.com/raleighrb/events/227134556/,227134556,Testing Server and Network Infrastructure using Ruby,Talks by Domain Experts,Labeler 1
315,https://www.meetup.com/sandiegojs/events/227435414/,fnjrclyvdbvb,BYOP Night,Open Discussion,Labeler 1
316,https://www.meetup.com/San-Francisco-Adobe-Experience-Cloud/events/172603892/,172603892,How to integrate SAP Hybris with Adobe CQ (AEM)?,Talks by Domain Experts,Labeler 1
317,https://www.meetup.com/San-Francisco-Perl/events/9442341/,9442341,March SF.pm meeting,Talks by Domain Experts,Labeler 1
318,https://www.meetup.com/scala-vienna/events/205107252/,205107252,Functional Programming Study Group #10,Open Discussion,Labeler 1
319,https://www.meetup.com/Sea-Tech-Forum/events/246716487/,246716487,[Partner Event] Achieving DevSecOps in Public Cloud,Talks by Domain Experts,Labeler 1
320,https://www.meetup.com/Seattle-Hackathons/events/226640486/,226640486,Women Student Hackathon by Facebook,Competitions,Labeler 1
321,https://www.meetup.com/siliconalleycouncil/events/241393133/,241393133,Bottomless Tequila & Tacos Birthday Party!,Social Events,Labeler 1
322,https://www.meetup.com/SiliconValley-Microsoft-Data-Platform/events/209750192/,209750192,Introduction to Wait Types and Response Time Analysis,Talks by Domain Experts,Labeler 1
323,https://www.meetup.com/SoftDev/events/16818748/,pzqvsyplbkb,Mayank Srivastava presents MVC 3 (Part 2) at the Microsoft Store in Oakbrook,Talks by Domain Experts,Labeler 1
324,https://www.meetup.com/Software-Development-Lifecycle-Complete/events/240634631/,240634631,Rise of the Machines - Discuss Discuss & Discuss,Talks by Domain Experts,Labeler 1
325,https://www.meetup.com/SQL-Server-Society-of-Las-Vegas/events/229119137/,rxqxflyvgbsb,SQL Server Society of Las Vegas Monthly Meeting,Talks by Domain Experts,Labeler 1
326,https://www.meetup.com/Stamford-Developers-Meetup/events/246551471/,246551471,StreamData.io Demo and Discussion,Talks by Domain Experts,Labeler 1
327,https://www.meetup.com/Stamford-Innovation-Center-Meetup/events/231861901/,231861901,Yoga at SIC,Social Events,Labeler 1
328,https://www.meetup.com/suncoast-developers-guild/events/228347649/,228347649,Girl Develop It Code & Coffee: Project Management for Fun & Profit,Talks by Domain Experts,Labeler 1
329,https://www.meetup.com/syncnorwich/events/221419981/,221419981,SyncDevelopHER May - Karina Palyutina - Developing Habit Forming Products,Talks by Domain Experts,Labeler 1
330,https://www.meetup.com/Tarragona-Developers-Meetup/events/228972741/,228972741,March Meetup,Talks by Domain Experts,Labeler 1
331,https://www.meetup.com/TechLife-Ann-Arbor/events/243061883/,pqcxqlywnbsb,Code Crafstman Saturdays - Legacy Coderetreat,Hands-on Sessions,Labeler 1
332,https://www.meetup.com/TechMeetupspace/events/233614711/,bdwlplyvmbtb,Dublin Software Craftsmanship Community,Open Discussion,Labeler 1
333,https://www.meetup.com/Tel-Aviv-Yafo-Linux-Kernel-Meetup/events/235569722/,235569722,Linux at scale - Connectivity hacks,Talks by Domain Experts,Labeler 1
334,https://www.meetup.com/The-Bucharest-Agile-Software-Meetup-Group/events/177530002/,177530002,Real Options (Part 2),Others,Labeler 1
335,https://www.meetup.com/The-Code-Pub-Stockholm/events/146017432/,146017432,Thursday Code Pub #4,Hands-on Sessions,Labeler 1
336,https://www.meetup.com/thinkful-portland/events/244730957/,244730957,Thinkful + ChickTech: Build Your Own Website with HTML/CSS,Hands-on Sessions,Labeler 1
337,https://www.meetup.com/Tokyo-Bitcoin-Meetup-Group/events/140307882/,140307882,Bitcoin and NHK at the Pink Cow!,Others,Labeler 1
338,https://www.meetup.com/United-Silver-Spring-Ruby/events/233968416/,233968416,Open Question Night,Open Discussion,Labeler 1
339,https://www.meetup.com/Vancouver-Hack-Space/events/234983183/,234983183,Workshop: Design and Layout for Laser Cutting,Hands-on Sessions,Labeler 1
340,https://www.meetup.com/VSH-Solutions-Engineering-Events/events/246602390/,246602390,How to write test cases ? Introduction session,Hands-on Sessions,Labeler 1
341,https://www.meetup.com/Write-The-Docs-PDX/events/223897373/,223897373,All Roads Might Not Lead to Docs,Others,Labeler 1
342,https://www.meetup.com/xD-Kansas-City/events/99008052/,99008052,You chose Responsive/Adaptive/Reactive Design Show & Tell!,Open Discussion,Labeler 1
343,https://www.meetup.com/YYC-Rb/events/230867599/,jppjklyvmbjb,Lightning Talks!,Talks by Domain Experts,Labeler 1
344,https://www.meetup.com/big-data-developers-in-las-vegas/events/213873132/,213873132,The Internet of Things and Geospatial Analytics Powered by InfoSphere Streams,Talks by Domain Experts,4
345,https://www.meetup.com/DS-ProD-Boston/events/219725684/,219725684,Kickoff Meeting,Administrative Events,4
346,https://www.meetup.com/Usability-Stammtisch-Berlin/events/225607741/,225607741,USB #1510 - The IoT Service Kit @MeshCon @Maker Faire Event,Conferences,4
347,https://www.meetup.com/I-T-Social-Cafe/events/226533957/,226533957,IT Nominication & International Exchange November!All-you-can-drink,Social Events,4
348,https://www.meetup.com/barcampqld/events/227029182/,227029182,Brisbane Tech Christmas Drinks,Social Events,4
349,https://www.meetup.com/gdg-hudson-valley/events/227110428/,227110428,2015 NYC Tech Holiday Meta-Party,Social Events,4
350,https://www.meetup.com/softwaredev-117/events/228428586/,228428586,Selenium Demystifyed,Talks by Domain Experts,4
351,https://www.meetup.com/hackreactorla/events/232457687/,232457687,JS Fundamentals: Arrays & Objects,Hands-on Sessions,4
352,https://www.meetup.com/Internet-of-Things-IoT-World/events/232789352/,232789352,The future of IOT: Perspective from Huawei,Talks by Domain Experts,4
353,https://www.meetup.com/Tokyo-Haskell-Meetup/events/235016449/,235016449,Help Each Other Learn Haskell,Open Discussion,4
354,https://www.meetup.com/emerging-martech/events/245415410/,245415410,Partner Event: How are AI Devices Changing the Way Children Think/Behave,Talks by Domain Experts,4
355,https://www.meetup.com/Cape-Town-Java-Meetup/events/246486414/,246486414,Pizza Mayhem and Lucene Case Study @ Travelstart,Talks by Domain Experts,4
356,https://www.meetup.com/HackPGH/events/246837085/,246837085,Welding 101 Industrial Lamp,Others,4
357,https://www.meetup.com/London-Julia-User-Group/events/248191284/,248191284,An Introduction to Julia  Free hands-on training,Hands-on Sessions,4
358,https://www.meetup.com/Pune-GDG/events/87328772/,87328772,Android Code Lab:,Hands-on Sessions,4
359,https://www.meetup.com/Grand-Rapids-Mobile-Development-Group/events/90703992/,90703992,Juggling Free and Non-Free Android and iOS Apps Wireframing with Balsamiq DDRs,Talks by Domain Experts,4
360,https://www.meetup.com/Girl-Develop-It-Austin/events/93223062/,93223062,Rails Girls Austin,Hands-on Sessions,4
361,https://www.meetup.com/pythonireland/events/236583806/,cspwwlywfblb,Python Ireland March meetup,Talks by Domain Experts,4
362,https://www.meetup.com/SecureIndy/events/239951293/,dcnpzlywjbmb,InfoSec Social (version Circle City Con),Social Events,4
363,https://www.meetup.com/full-stack-developer-il/events/153089582/,dgcmchyrqbxb,The Fundamentals of Scaling Rails Application workshop (Session 2/2),Hands-on Sessions,4
364,https://www.meetup.com/DC-PHP/events/219488811/,dpfgjgytdbpb,February Meeting: Commanding a More Meaningful REST API,Talks by Domain Experts,4
365,https://www.meetup.com/LondonSalesforceDevelopers/events/230630350/,dxrzzdywcbhc,New Year New Speakers,Talks by Domain Experts,4
366,https://www.meetup.com/OdooApps/events/176616392/,mqzzslyvlbnb,Simplifying Your Stock Management/Inventory (with Odoo),Others,4
367,https://www.meetup.com/Cincinnati-Javascript-User-Group/events/214829172/,qpzszjyspbqb,Kevin Rockwood on CORS,Talks by Domain Experts,4
368,https://www.meetup.com/gdg-seattle/events/173911922/,wqgwclytfbvb,Getting a Go application working on App Engine,Talks by Domain Experts,4
369,https://www.meetup.com/General-Assembly-Austin/events/234655903/,234655903,The Product League Presents: Lean Canvas Failures,Open Discussion,4
370,https://www.meetup.com/UK-Hackathons-and-Jams/events/230336682/,230336682,Fishackathon London April 22-24 Earth day! ><>,Competitions,3
371,https://www.meetup.com/julia-cajun/events/174457402/,174457402,JuliaCon 2014 in Chicago,Conferences,3
372,https://www.meetup.com/nodebots/events/222558851/,222558851,.::Nodebots May Hacknight::.,Hands-on Sessions,3
373,https://www.meetup.com/socratesbe/events/231385391/,231385391,Hands-on by Yves Reynhout: Projections Explained,Hands-on Sessions,3
374,https://www.meetup.com/Bootcamp-Curious/events/240769603/,240769603,Master JavaScript Functions,Hands-on Sessions,3
375,https://www.meetup.com/Appy-Hour/events/175195782/,175195782,Appy Hour @ SURF 4/16,Open Discussion,3
376,https://www.meetup.com/Girl-Develop-It-Cincinnati/events/76535772/,76535772,Code & Coffee,Open Discussion,3
377,https://www.meetup.com/girldevelopitcbus/events/236387972/,swnknlywcbhc,Re/Discover GDI Columbus: Hot Chocolate Hack Night,Open Discussion,3
378,https://www.meetup.com/tampa-bay-agile/events/93001052/,93001052,Tampa Bay Agile - Social Hour,Social Events,3
379,https://www.meetup.com/Seattle-Tech-Mentors/events/222059002/,ggbkflythbrb,Meet Indeed.com,Social Events,3
380,https://www.meetup.com/SF-WordPress-Users/events/149071872/,149071872,WPMIA Fort Lauderdale Meetup: Design Wordpress to Maximize ROI / BuddyPress,Talks by Domain Experts,3
381,https://www.meetup.com/codeharbour/events/203229442/,203229442,codeHarbour September,Talks by Domain Experts,3
382,https://www.meetup.com/GamedevGR/events/218661318/,218661318,Wild World of Assets,Talks by Domain Experts,3
383,https://www.meetup.com/Khronos-Melbourne-Chapter/events/228221875/,228221875,Computer Graphics on the Web,Talks by Domain Experts,3
384,https://www.meetup.com/MyHeritage-Meetup/events/231855989/,231855989,Cassandra Meetup at MyHeritage,Talks by Domain Experts,3
385,https://www.meetup.com/AndroidListener-Chicago/events/234506877/,234506877,AndroidListener November 2016,Talks by Domain Experts,3
386,https://www.meetup.com/GraphTO/events/234777879/,234777879,Attend Free Live Webinar on Apache Spark by Industry Expert,Talks by Domain Experts,3
387,https://www.meetup.com/budapest-scala/events/234935237/,234935237,Reactive Applications in the Scala Ecosystem Cake,Talks by Domain Experts,3
388,https://www.meetup.com/Bay-Area-Billing-and-Payment-Engineers/events/235297685/,235297685,Tech Talks At Uber,Talks by Domain Experts,3
389,https://www.meetup.com/Cocoaheads-Phoenix-Scottsdale/events/238114342/,238114342,March 2017 Cocoaheads iOS Developer Group Meeting,Talks by Domain Experts,3
390,https://www.meetup.com/build-with-code-los-angeles/events/244092219/,244092219,SoCal React x NodeLA - Redux Form | Code Splitting | Monkey Patching,Talks by Domain Experts,3
391,https://www.meetup.com/Los-Angeles-Health-2-0-Meetup-Group/events/228190791/,jlgbplyvcblc,Conversation with Digital Health Startup Leaders from Frame Health & Better,Talks by Domain Experts,3
392,https://www.meetup.com/Fremont-Agile-Meetup/events/145158812/,qbgbgdyrpbcc,Fremont Agile Meetup,Talks by Domain Experts,3
393,https://www.meetup.com/bitcoinvan/events/219291649/,219291649,2MORO - This Thursday: Its On Like Donkey Kong,Others,3
394,https://www.meetup.com/Montana-Programmers/events/228019512/,228019512,Montana Code School Info Session (Bozeman),Others,3
395,https://www.meetup.com/Londonjavacommunity/events/8357284/,8357284,Scala LUG: Introducing Scala,Others,3
396,https://www.meetup.com/AtlAltDotNet/events/10435642/,10435642,ATL ALT.NET Dunwoody Lunch: Atlanta Bread Thur 5/21 11:30 AM ,Social Events,3
397,https://www.meetup.com/LLVM-Developers-Users-Meetup/events/239024337/,239024337,LLVM Users/Developers Social Meetup,Social Events,2
398,https://www.meetup.com/IT-Meetup-Bali/events/221437402/,221437402,April IT Meetup,Talks by Domain Experts,2
399,https://www.meetup.com/Singapore-Magento-User-Group/events/234325257/,234325257,Singapore Magento User Group Meetup - Oct 2016,Talks by Domain Experts,2
400,https://www.meetup.com/Girl-Develop-It-Tampa-Bay/events/239269682/,239269682,Intro to Sass,Hands-on Sessions,2
